date,location,avgtemp_c,totalprecip_mm,avghumidity,uv,bodyweight (gm/bird),feedintake (gm/bird/day),waterintake (ml/bird/day)
2023-05-01,Myingyan,35,0.2,34,9,"1,395",108,96
2023-05-08,Myingyan,37,0.1,25,9,"2,284",140,173
2023-05-15,Myingyan,29.6,3.5,55,7,203,26,19
2023-05-22,Myingyan,34.2,0,35,10,531,58,57
2023-05-29,Myingyan,34.8,1.6,37,9,927,91,76
2023-06-05,Myingyan,32.7,0.3,45,8,"1,542",121,108
2023-06-12,Myingyan,31.3,3.6,50,8,"2,118",178,160
2023-06-19,Myingyan,31.5,3.2,55,8,181,20,25
2023-06-26,Myingyan,30,6.1,59,7,541,59,48
2023-07-03,Myingyan,32.6,1.8,50,8,910,76,70
2023-07-10,Myingyan,29.4,6.4,73,7,"1,474",132,112
2023-07-17,Myingyan,31.3,0.7,55,8,"2,080",179,151
2023-07-24,Myingyan,32.1,1.5,54,8,192,28,20
2023-07-31,Myingyan,28.4,7.55,71,7,519,57,41
2023-08-07,Myingyan,27.2,5.05,85,6,948,90,68
2023-08-14,Myingyan,29.5,2.3,65,7,"1,320",98,112
2023-08-21,Myingyan,28.4,20.8,72,7,"2,225",177,165
2023-08-28,Myingyan,28.7,2.7,69,7,186,26,22
2023-09-04,Myingyan,28.7,1.8,74,7,448,51,45
2023-09-11,Myingyan,28.4,3.4,75,7,"1,052",89,71
2023-09-18,Myingyan,27.2,13.1,80,7,"1,519",110,136
2023-09-25,Myingyan,31.1,0.01,62,9,"2,283",177,161
2023-10-02,Myingyan,26.3,4.85,81,6,189,20,25
2023-10-09,Myingyan,28.3,0.15,72,7,470,56,41
2023-10-16,Myingyan,27.2,0,71,8,"1,105",82,79
2023-10-23,Myingyan,26.4,0.14,72,7,"1,410",131,108
2023-10-30,Myingyan,26.5,0,70,8,"2,257",166,160
2023-11-06,Myingyan,26.3,0,71,8,202,22,25
2023-11-13,Myingyan,25,0,66,7,476,45,57
2023-11-20,Myingyan,23,0,80,7,965,80,79
2023-11-27,Myingyan,22.5,0,70,7,"1,216",136,131
2023-12-04,Myingyan,23.8,0,71,7,"2,330",160,144
2023-12-11,Myingyan,23.5,0,70,6,180,27,26
2023-12-18,Myingyan,22.4,0,67,7,474,44,54
2023-12-25,Myingyan,23,1.37,67,6,972,89,86
2024-01-01,Myingyan,21.1,0,56,7,"1,280",107,123
2024-01-08,Myingyan,20.5,0,50,7,"2,290",149,151
2024-01-15,Myingyan,21.3,0,48,7,194,26,25
2024-01-22,Myingyan,20.3,0,45,7,448,55,44
2024-01-29,Myingyan,21.7,0,50,7,"1,099",86,71
2024-02-05,Myingyan,22.8,0,36,7,"1,239",120,130
2024-02-12,Myingyan,24.4,0,33,8,"2,096",177,147
2024-02-19,Myingyan,25.1,0,22,8,224,29,25
2024-02-26,Myingyan,26.9,0,35,8,438,47,52
2024-03-04,Myingyan,28.8,0,17,8,969,75,79
2024-03-11,Myingyan,29.1,0,15,9,"1,556",126,126
2024-03-18,Myingyan,31.6,0,20,9,"2,239",140,144
2024-03-25,Myingyan,31.2,0,26,9,182,23,20
2024-04-01,Myingyan,34.9,0,26,10,558,58,50
2024-04-08,Myingyan,35.8,0,24,10,852,87,75
2024-04-15,Myingyan,35.5,0,20,10,"1,509",115,136
2024-04-22,Myingyan,36.1,0,31,10,"2,072",140,178
2024-04-29,Myingyan,37.1,0,29,10,180,25,28
2024-05-06,Myingyan,33,0.27,37,9,494,45,44
2024-05-13,Myingyan,37,0,28,10,878,77,70
2024-05-20,Myingyan,33.8,3.54,47,9,"1,581",97,97
2024-05-27,Myingyan,28.5,20.46,77,7,"2,266",174,162
2024-06-03,Myingyan,31.3,1.12,60,8,192,26,26
2024-06-10,Myingyan,34.6,0,47,8,479,55,56
2024-06-17,Myingyan,29.4,0.3,68,7,"1,035",73,86
2024-06-24,Myingyan,31.9,0.16,59,8,"1,352",117,113
2024-07-01,Myingyan,28.7,5.61,66,7,"2,166",152,152
2024-07-29,Myingyan,27.4,1.28,75,7,179,25,24
2021-01-04,Myitkyina,18.1,0,50,7,523,47,48
2021-01-11,Myitkyina,19.4,0,63,6,"1,058",82,82
2021-01-18,Myitkyina,19.4,0,58,7,"1,233",139,103
2021-01-25,Myitkyina,18.6,0,59,7,"2,289",143,179
2021-02-01,Myitkyina,19.1,0,51,7,212,21,24
2021-02-08,Myitkyina,19.4,0,45,6,477,51,42
2021-02-15,Myitkyina,21.7,0,42,8,797,72,76
2021-02-22,Myitkyina,22.9,0,38,8,"1,505",112,122
2021-03-01,Myitkyina,23.6,0,39,8,"2,309",162,154
2021-03-08,Myitkyina,23.6,0,38,8,206,25,20
2021-03-15,Myitkyina,25.6,0,45,8,475,48,52
2021-03-22,Myitkyina,28.3,0,28,9,809,89,72
2021-03-29,Myitkyina,27.2,0,21,7,"1,264",139,96
2021-04-05,Myitkyina,26.6,0,43,9,"2,031",176,165
2021-04-12,Myitkyina,29.2,0,37,9,225,25,18
2021-04-19,Myitkyina,23.9,0.3,64,7,447,45,48
2021-04-26,Myitkyina,31.4,0,20,9,854,74,83
2021-05-03,Myitkyina,27.7,0.6,61,7,"1,296",133,135
2021-05-10,Myitkyina,27,0,70,7,"2,132",149,178
2021-05-17,Myitkyina,30,0,44,9,199,22,27
2021-05-24,Myitkyina,29.1,4.21,71,8,517,51,41
2021-05-31,Myitkyina,25.6,20.74,89,6,840,74,73
2021-06-07,Myitkyina,26.8,4.12,85,7,"1,244",127,136
2021-06-14,Myitkyina,27.4,0.6,82,7,"2,176",143,143
2021-06-21,Myitkyina,23.9,2.7,95,6,216,26,24
2021-06-28,Myitkyina,23.4,17.53,99,5,473,41,42
2021-07-05,Myitkyina,24.7,3.6,93,6,"1,106",70,70
2021-07-12,Myitkyina,27.6,0.2,83,7,"1,630",121,94
2021-07-19,Myitkyina,25.1,24.72,97,6,"2,352",138,142
2021-07-26,Myitkyina,25.2,0,94,6,188,21,24
2021-08-02,Myitkyina,25.3,0,90,6,533,42,42
2021-08-09,Myitkyina,25.1,11.34,97,6,"1,081",78,82
2021-08-16,Myitkyina,23.1,80.7,99,5,"1,220",134,113
2021-08-23,Myitkyina,24.7,13.26,97,6,"2,228",147,165
2021-08-30,Myitkyina,24.4,1.8,90,6,191,23,25
2021-09-06,Myitkyina,24,33.59,97,6,477,50,52
2021-09-13,Myitkyina,26.6,1.5,80,7,"1,074",84,67
2021-09-20,Myitkyina,26,1.12,80,7,"1,327",114,114
2021-09-27,Myitkyina,26.5,1.1,79,7,"2,108",157,144
2021-10-04,Myitkyina,24.1,8.73,96,6,196,25,24
2021-10-11,Myitkyina,28.3,0,71,7,533,54,55
2021-10-18,Myitkyina,25.4,0.4,80,7,"1,004",88,91
2021-10-25,Myitkyina,23.6,0,81,6,"1,663",105,97
2021-11-01,Myitkyina,22.7,0,75,6,"2,355",166,147
2021-11-08,Myitkyina,21.2,0,57,7,225,21,20
2021-11-15,Myitkyina,21.4,0,73,7,436,46,41
2021-11-22,Myitkyina,21.1,0,70,7,866,97,71
2021-11-29,Myitkyina,18.8,0,59,7,"1,642",100,118
2021-12-06,Myitkyina,19.2,0,71,6,"2,260",148,175
2021-12-13,Myitkyina,19.6,0,65,7,187,25,20
2021-12-20,Myitkyina,17.5,0,57,7,534,53,49
2021-12-27,Myitkyina,16.3,0,63,6,998,86,69
2022-01-03,Myitkyina,17.8,0,57,7,"1,181",118,119
2022-01-10,Myitkyina,19,0,59,7,"2,172",138,144
2022-01-17,Myitkyina,16.4,0,71,5,215,24,26
2022-01-24,Myitkyina,15.6,5.8,64,4,519,46,52
2022-01-31,Myitkyina,15.9,0,59,6,959,75,92
2022-02-07,Myitkyina,15.6,0,63,6,"1,518",104,117
2022-02-14,Myitkyina,17.6,0,50,7,"1,964",173,174
2022-02-21,Myitkyina,16.6,6.3,55,5,213,22,24
2022-02-28,Myitkyina,20.9,0,47,7,450,46,44
2022-03-07,Myitkyina,24.1,0,33,9,803,98,70
2022-03-14,Myitkyina,28.2,0,25,9,"1,402",134,103
2022-03-21,Myitkyina,27.7,0,28,9,"2,081",182,160
2022-03-28,Myitkyina,23.8,0,49,8,177,24,22
2022-04-04,Myitkyina,22.8,4.7,78,6,528,54,50
2022-04-11,Myitkyina,23.5,0.8,68,6,932,79,92
2022-04-18,Myitkyina,24,15.7,70,7,"1,441",116,129
2022-04-25,Myitkyina,28.4,0,52,9,"2,005",169,167
2022-05-02,Myitkyina,25.5,4,56,7,206,23,24
2022-05-09,Myitkyina,26.6,2.6,70,7,532,52,40
2022-05-16,Myitkyina,22.9,23.4,96,6,"1,033",89,85
2022-05-23,Myitkyina,26.7,1.8,74,7,"1,289",119,108
2022-05-30,Myitkyina,27.2,1.5,70,7,"1,954",175,175
2022-06-06,Myitkyina,25,22.44,92,6,189,23,20
2022-06-13,Myitkyina,22.9,25.72,99,5,526,41,38
2022-06-20,Myitkyina,23.2,8.9,96,6,"1,071",94,67
2022-06-27,Myitkyina,23.6,53.7,99,5,"1,497",103,118
2022-07-04,Myitkyina,26.3,1.3,89,7,"2,336",150,157
2022-07-11,Myitkyina,27.5,1.14,85,7,208,19,24
2022-07-18,Myitkyina,24.7,29.12,98,6,524,52,49
2022-07-25,Myitkyina,26,2.02,86,7,974,81,88
2022-08-01,Myitkyina,24.1,11.1,97,6,"1,551",103,122
2022-08-08,Myitkyina,27.5,7.4,83,7,"2,077",138,144
2022-08-15,Myitkyina,25.9,2.8,89,7,200,24,22
2022-08-22,Myitkyina,26.8,3.07,92,7,552,46,50
2022-08-29,Myitkyina,25.8,2.4,89,7,998,94,85
2022-09-05,Myitkyina,24.3,19,96,6,"1,343",135,132
2022-09-12,Myitkyina,24.7,6.74,90,6,"1,961",138,177
2022-09-19,Myitkyina,26.5,4.81,86,7,215,23,19
2022-09-26,Myitkyina,25.7,0.3,76,7,542,50,50
2022-10-03,Myitkyina,25,89.2,86,6,814,95,81
2022-10-10,Myitkyina,23.4,6.33,94,6,"1,412",121,114
2022-10-17,Myitkyina,24.1,4.4,88,6,"2,066",172,171
2022-10-24,Myitkyina,22.8,0,81,6,200,24,18
2022-10-31,Myitkyina,22.3,0,64,8,559,56,44
2022-11-07,Myitkyina,21.8,0,66,7,"1,034",75,74
2022-11-14,Myitkyina,20.5,0,59,7,"1,541",104,134
2022-11-21,Myitkyina,19,0,52,7,"1,971",169,177
2022-11-28,Myitkyina,19.4,0,56,7,198,27,27
2022-12-05,Myitkyina,19.5,0,55,7,560,54,53
2022-12-12,Myitkyina,17.7,0,56,7,910,85,88
2022-12-19,Myitkyina,18.9,0,66,6,"1,570",102,116
2022-12-26,Myitkyina,18.3,2.6,60,6,"2,117",152,180
2023-01-02,Myitkyina,16.5,0,60,6,213,22,19
2023-01-09,Myitkyina,17.9,0,54,7,445,43,52
2023-01-16,Myitkyina,17.3,0,51,7,997,92,73
2023-01-23,Myitkyina,17.3,0,42,7,"1,204",108,103
2023-01-30,Myitkyina,21.2,0,44,8,"2,156",181,137
2023-02-06,Myitkyina,20.7,0,44,8,199,24,20
2023-02-13,Myitkyina,20.4,0,41,8,541,55,46
2023-02-20,Myitkyina,22.4,0,40,8,896,76,86
2023-02-27,Myitkyina,22.8,0.1,51,8,"1,281",110,104
2023-03-06,Myitkyina,25.4,0,33,9,"1,966",166,163
2023-03-13,Myitkyina,27.1,0,31,10,190,22,19
2023-03-20,Myitkyina,20.2,8.2,81,6,456,57,41
2023-03-27,Myitkyina,25.5,0,48,9,800,85,70
2023-04-03,Myitkyina,21.8,4,74,6,"1,185",108,133
2023-04-10,Myitkyina,28.4,0,29,9,"2,151",183,150
2023-04-17,Myitkyina,31.1,0,22,10,189,20,19
2023-04-24,Myitkyina,26.4,0.4,62,8,495,50,56
2023-05-01,Myitkyina,28.2,0,48,9,"1,001",86,78
2023-05-08,Myitkyina,31,0,33,10,"1,601",110,99
2023-05-15,Myitkyina,18.8,65.7,97,4,"2,120",181,160
2023-05-22,Myitkyina,29.4,0.2,42,8,213,27,26
2023-05-29,Myitkyina,31.7,0,37,10,434,59,46
2023-06-05,Myitkyina,30.1,0.5,53,8,981,92,78
2023-06-12,Myitkyina,24.4,9.2,96,6,"1,250",113,111
2023-06-19,Myitkyina,25.6,17.95,90,7,"2,102",150,178
2023-06-26,Myitkyina,27.1,7.25,86,7,218,26,18
2023-07-03,Myitkyina,26.2,15.48,92,7,441,46,42
2023-07-10,Myitkyina,24,10.3,98,6,"1,109",81,71
2023-07-17,Myitkyina,27.1,1,82,7,"1,209",123,112
2023-07-24,Myitkyina,27.3,12.43,87,7,"1,964",143,155
2023-07-31,Myitkyina,26,13.15,94,6,210,24,20
2023-08-07,Myitkyina,23.1,33.6,100,5,542,51,47
2023-08-14,Myitkyina,25.8,9.8,95,6,885,84,71
2023-08-21,Myitkyina,24.7,20.55,99,6,"1,197",101,114
2023-08-28,Myitkyina,23.1,35.5,100,5,"2,170",158,180
2023-09-04,Myitkyina,28.7,1.1,72,8,183,23,23
2023-09-11,Myitkyina,26.3,35.9,91,7,465,41,43
2023-09-18,Myitkyina,24.9,13.4,91,6,934,93,67
2023-09-25,Myitkyina,26.9,4.24,81,7,"1,292",126,130
2023-10-02,Myitkyina,25,13.98,92,6,"2,204",169,150
2023-10-09,Myitkyina,24.3,15.76,93,6,197,23,18
2023-10-16,Myitkyina,24.6,0,70,8,450,45,54
2023-10-23,Myitkyina,21.4,0,68,7,982,94,72
2023-10-30,Myitkyina,22.5,0,63,8,"1,449",128,132
2023-11-06,Myitkyina,22.4,0,65,8,"2,082",148,167
2023-11-13,Myitkyina,21.1,0,60,8,195,20,20
2023-11-20,Myitkyina,20.5,0,77,6,486,52,50
2023-11-27,Myitkyina,18.8,0,62,7,824,76,69
2023-12-04,Myitkyina,19.9,0,71,7,"1,486",118,119
2023-12-11,Myitkyina,19.1,0,74,7,"1,970",172,163
2023-12-18,Myitkyina,17.4,0,68,7,212,25,21
2023-12-25,Myitkyina,17.5,3.3,82,5,460,41,55
2024-01-01,Myitkyina,16.5,0,64,7,921,90,71
2024-01-08,Myitkyina,15.8,0,56,7,"1,538",107,121
2024-01-15,Myitkyina,16.6,0,52,6,"2,348",146,139
2024-01-22,Myitkyina,16.4,0,52,7,223,22,22
2024-01-29,Myitkyina,16.8,0,53,7,550,51,52
2024-02-05,Myitkyina,17.7,0,51,7,923,94,72
2024-02-12,Myitkyina,20.4,0,46,8,"1,486",134,106
2024-02-19,Myitkyina,21.5,0,43,8,"2,330",163,181
2024-02-26,Myitkyina,20.9,0,56,8,208,23,19
2024-03-04,Myitkyina,23.4,0,42,8,529,49,44
2024-03-11,Myitkyina,23.4,0,27,9,944,93,82
2024-03-18,Myitkyina,25.6,0,31,9,"1,449",128,104
2024-03-25,Myitkyina,24.7,0,50,8,"2,140",182,140
2024-04-01,Myitkyina,23.5,6.58,74,7,185,21,21
2024-04-08,Myitkyina,28.4,0,45,9,510,47,53
2024-04-15,Myitkyina,30.4,0,27,10,"1,054",86,79
2024-04-22,Myitkyina,28.2,0.01,48,8,"1,608",127,133
2024-04-29,Myitkyina,28.7,0.19,44,8,"2,008",141,156
2024-05-06,Myitkyina,25.6,1.8,66,8,192,22,22
2024-05-13,Myitkyina,30.5,0,43,9,559,60,55
2024-05-20,Myitkyina,27.9,8.24,63,8,"1,116",93,80
2024-05-27,Myitkyina,23.6,15.88,98,6,"1,457",105,106
2024-06-03,Myitkyina,26.2,11.41,87,7,"2,227",150,159
2024-06-10,Myitkyina,28.7,3.18,73,8,200,27,21
2024-06-17,Myitkyina,23,14.85,99,5,435,47,54
2024-06-24,Myitkyina,24.9,17.92,98,6,"1,058",95,78
2024-07-01,Myitkyina,23.1,106.76,100,5,"1,390",118,95
2024-07-29,Myitkyina,24.5,13.84,98,6,"2,086",167,174
2021-01-04,Pantanaw,26,0,57,8,200,23,19
2021-01-11,Pantanaw,27.2,0,64,8,450,59,52
2021-01-18,Pantanaw,24.8,0,57,8,828,84,89
2021-01-25,Pantanaw,25.2,0,51,8,"1,179",108,123
2021-02-01,Pantanaw,26.4,0,40,8,"2,323",164,164
2021-02-08,Pantanaw,26,0,43,8,206,28,21
2021-02-15,Pantanaw,25.4,0,60,8,549,55,48
2021-02-22,Pantanaw,29,0,49,9,"1,004",83,88
2021-03-01,Pantanaw,27.7,0,61,9,"1,484",136,128
2021-03-08,Pantanaw,29.1,0,40,9,"1,986",149,161
2021-03-15,Pantanaw,30.2,0,44,9,202,19,19
2021-03-22,Pantanaw,30.6,0,54,9,512,47,45
2021-03-29,Pantanaw,31.4,0,46,9,"1,042",81,73
2021-04-05,Pantanaw,27.5,10.3,57,7,"1,378",110,137
2021-04-12,Pantanaw,31.1,0.6,58,8,"2,212",158,137
2021-04-19,Pantanaw,30.1,0.1,64,7,186,24,23
2021-04-26,Pantanaw,31.5,0.6,57,8,464,56,49
2021-05-03,Pantanaw,31.1,0,56,9,"1,092",78,83
2021-05-10,Pantanaw,29.9,0.6,64,7,"1,333",120,136
2021-05-17,Pantanaw,33.1,0,56,9,"2,127",144,155
2021-05-24,Pantanaw,26.9,38.8,84,6,202,23,24
2021-05-31,Pantanaw,29.2,2.8,69,7,513,50,54
2021-06-07,Pantanaw,27.5,30.3,74,6,852,72,73
2021-06-14,Pantanaw,25.6,30.7,89,6,"1,568",127,125
2021-06-21,Pantanaw,27.3,18.3,78,7,"2,010",144,174
2021-06-28,Pantanaw,27.2,1,84,6,205,20,22
2021-07-05,Pantanaw,28.6,3.9,79,7,442,43,48
2021-07-12,Pantanaw,26.5,25.9,86,6,831,80,70
2021-07-19,Pantanaw,25.6,17.2,87,6,"1,541",114,115
2021-07-26,Pantanaw,25.5,14.19,90,6,"2,336",178,149
2021-08-02,Pantanaw,25.8,22.7,88,6,198,21,19
2021-08-09,Pantanaw,28.1,4.6,81,7,462,44,56
2021-08-16,Pantanaw,25.3,18.92,94,6,"1,081",92,90
2021-08-23,Pantanaw,27.7,7.9,81,7,"1,488",131,120
2021-08-30,Pantanaw,25.9,5.6,93,6,"2,332",146,149
2021-09-06,Pantanaw,25.2,21.4,90,6,184,27,20
2021-09-13,Pantanaw,26.4,20.6,85,6,450,44,53
2021-09-20,Pantanaw,26.7,14.6,87,6,"1,070",71,72
2021-09-27,Pantanaw,25.2,58.1,90,6,"1,579",99,126
2021-10-04,Pantanaw,26.9,5.28,84,7,"2,295",168,147
2021-10-11,Pantanaw,27.3,9.9,85,7,214,24,26
2021-10-18,Pantanaw,25.1,1.3,96,6,473,47,51
2021-10-25,Pantanaw,26.7,0.9,81,7,812,86,72
2021-11-01,Pantanaw,27.1,0.3,82,7,"1,431",129,131
2021-11-08,Pantanaw,27.2,3.1,81,7,"2,151",181,163
2021-11-15,Pantanaw,26.3,0.1,80,7,204,25,19
2021-11-22,Pantanaw,27.5,0,72,8,478,55,54
2021-11-29,Pantanaw,25.7,0,76,8,848,84,84
2021-12-06,Pantanaw,24.3,0,61,8,"1,277",127,111
2021-12-13,Pantanaw,25.8,0,62,8,"1,955",157,180
2021-12-20,Pantanaw,25,0,69,8,187,21,22
2021-12-27,Pantanaw,24.1,0,55,8,481,50,43
2022-01-03,Pantanaw,25.5,0,58,8,"1,098",84,90
2022-01-10,Pantanaw,25.2,0,54,8,"1,504",102,122
2022-01-17,Pantanaw,25.5,0,62,8,"2,142",166,145
2022-01-24,Pantanaw,23.5,0,50,8,187,26,20
2022-01-31,Pantanaw,21.9,0,53,8,534,59,47
2022-02-07,Pantanaw,24,0,42,8,874,81,86
2022-02-14,Pantanaw,24.9,0,40,9,"1,286",114,135
2022-02-21,Pantanaw,25.3,0,47,9,"2,136",146,149
2022-02-28,Pantanaw,28.5,0,33,9,201,24,25
2022-03-07,Pantanaw,29.3,0,43,9,540,50,56
2022-03-14,Pantanaw,31,0,39,10,"1,057",72,69
2022-03-21,Pantanaw,25.3,50.48,92,6,"1,157",112,125
2022-03-28,Pantanaw,30.2,0.3,58,8,"2,177",175,169
2022-04-04,Pantanaw,29.6,0,54,9,210,21,20
2022-04-11,Pantanaw,30.8,0,52,9,519,46,50
2022-04-18,Pantanaw,31.7,0,56,9,"1,044",82,75
2022-04-25,Pantanaw,32.4,0,53,9,"1,185",128,133
2022-05-02,Pantanaw,31.1,3.1,59,8,"2,046",142,162
2022-05-09,Pantanaw,26.6,25.15,86,6,198,21,25
2022-05-16,Pantanaw,29.8,8.7,70,7,503,54,42
2022-05-23,Pantanaw,26.6,20.02,86,6,"1,106",83,72
2022-05-30,Pantanaw,26.9,18.71,88,6,"1,611",124,134
2022-06-06,Pantanaw,26.9,11.3,82,6,"2,116",153,166
2022-06-13,Pantanaw,27.4,25.59,80,7,210,26,23
2022-06-20,Pantanaw,27.1,12.1,80,7,506,47,56
2022-06-27,Pantanaw,26.6,9.9,87,6,897,91,80
2022-07-04,Pantanaw,25.8,28.61,93,6,"1,259",100,105
2022-07-11,Pantanaw,26.8,10.7,85,6,"2,257",153,142
2022-07-18,Pantanaw,28.2,9.36,81,7,203,22,21
2022-07-25,Pantanaw,29,0.4,74,7,526,52,42
2022-08-01,Pantanaw,29.2,5.7,71,7,814,72,74
2022-08-08,Pantanaw,24.8,35.9,94,6,"1,565",101,115
2022-08-15,Pantanaw,26.5,5.9,84,6,"2,358",173,174
2022-08-22,Pantanaw,24.6,31.42,93,6,175,26,18
2022-08-29,Pantanaw,28.4,4.5,80,7,459,46,53
2022-09-05,Pantanaw,27.4,0.9,85,7,995,94,91
2022-09-12,Pantanaw,26.1,2.6,85,6,"1,575",125,131
2022-09-19,Pantanaw,24.5,26.1,94,6,"2,259",163,139
2022-09-26,Pantanaw,24.2,23.4,96,6,205,23,19
2022-10-03,Pantanaw,25.2,1.6,95,6,531,56,46
2022-10-10,Pantanaw,26.7,3.5,83,6,822,88,88
2022-10-17,Pantanaw,25.9,0,76,8,"1,487",133,131
2022-10-24,Pantanaw,25,15.8,93,6,"2,005",162,166
2022-10-31,Pantanaw,27.2,0.2,80,7,193,22,22
2022-11-07,Pantanaw,26.6,0,75,8,488,49,46
2022-11-14,Pantanaw,26.2,0,71,8,879,70,73
2022-11-21,Pantanaw,26.7,0,64,8,"1,668",138,94
2022-11-28,Pantanaw,25.9,5.3,86,6,"2,286",163,146
2022-12-05,Pantanaw,27.3,0.3,73,7,195,22,18
2022-12-12,Pantanaw,26.9,0,71,8,446,55,47
2022-12-19,Pantanaw,25.5,0,61,8,799,71,72
2022-12-26,Pantanaw,25.5,0,70,7,"1,436",137,134
2023-01-02,Pantanaw,23.9,0,52,8,"2,313",149,160
2023-01-09,Pantanaw,25.5,0,63,8,186,27,24
2023-01-16,Pantanaw,22.8,0,52,8,549,45,54
2023-01-23,Pantanaw,24.9,0,33,8,"1,085",93,77
2023-01-30,Pantanaw,25.8,0,57,8,"1,309",139,105
2023-02-06,Pantanaw,26.6,0,42,9,"1,975",142,143
2023-02-13,Pantanaw,25.8,0,54,9,218,20,19
2023-02-20,Pantanaw,26.9,0,42,9,514,45,48
2023-02-27,Pantanaw,29.4,0,44,9,"1,018",72,75
2023-03-06,Pantanaw,29.5,0,44,10,"1,651",137,101
2023-03-13,Pantanaw,29.9,0.3,48,8,"1,979",158,150
2023-03-20,Pantanaw,30.5,0,51,9,211,28,21
2023-03-27,Pantanaw,30.8,0,56,10,492,47,44
2023-04-03,Pantanaw,29.5,0.2,58,8,882,90,73
2023-04-10,Pantanaw,31.6,0,47,10,"1,559",132,134
2023-04-17,Pantanaw,31.9,0,54,10,"2,319",181,147
2023-04-24,Pantanaw,32.3,0,51,10,221,20,18
2023-05-01,Pantanaw,32.4,0.1,52,9,558,43,44
2023-05-08,Pantanaw,33.9,0.1,54,9,"1,102",77,73
2023-05-15,Pantanaw,29.3,6.8,70,7,"1,283",116,115
2023-05-22,Pantanaw,31.5,0.4,61,8,"2,177",179,148
2023-05-29,Pantanaw,30.9,0.5,58,7,180,27,21
2023-06-05,Pantanaw,29.2,13.1,64,7,470,55,53
2023-06-12,Pantanaw,27.1,23.95,75,7,796,97,80
2023-06-19,Pantanaw,26.7,25.45,86,6,"1,681",136,95
2023-06-26,Pantanaw,27,17.6,80,7,"2,177",150,172
2023-07-03,Pantanaw,27.8,18.65,82,7,175,19,18
2023-07-10,Pantanaw,28.1,8.3,76,7,473,55,51
2023-07-17,Pantanaw,26.8,20.3,83,6,833,75,88
2023-07-24,Pantanaw,27.7,9.8,78,7,"1,673",137,137
2023-07-31,Pantanaw,27.4,22.3,85,6,"2,281",165,168
2023-08-07,Pantanaw,26.1,26.1,87,6,195,26,22
2023-08-14,Pantanaw,28.1,5.55,79,7,538,57,52
2023-08-21,Pantanaw,27.7,16.05,82,7,860,92,71
2023-08-28,Pantanaw,27,40.1,85,7,"1,294",96,124
2023-09-04,Pantanaw,26.5,17.8,90,6,"2,210",142,174
2023-09-11,Pantanaw,24.6,21.5,94,6,218,21,23
2023-09-18,Pantanaw,25.4,5.9,92,6,546,47,51
2023-09-25,Pantanaw,27.9,5.25,83,7,819,70,74
2023-10-02,Pantanaw,24.8,8.58,95,6,"1,192",131,92
2023-10-09,Pantanaw,25.3,7.14,92,6,"1,993",165,148
2023-10-16,Pantanaw,27.2,4.92,81,7,214,22,24
2023-10-23,Pantanaw,25.9,9.25,86,6,513,48,41
2023-10-30,Pantanaw,26.8,8.22,85,7,"1,078",85,74
2023-11-06,Pantanaw,28.2,0.09,76,7,"1,330",128,136
2023-11-13,Pantanaw,27.2,4.04,82,7,"2,110",170,142
2023-11-20,Pantanaw,26.1,0.25,79,7,220,23,18
2023-11-27,Pantanaw,25.8,0.01,72,8,472,51,49
2023-12-04,Pantanaw,27.2,0,71,8,875,82,72
2023-12-11,Pantanaw,26.5,0,68,8,"1,575",102,109
2023-12-18,Pantanaw,26.3,0,59,8,"2,298",165,137
2023-12-25,Pantanaw,25.1,0,57,8,215,25,23
2024-01-01,Pantanaw,24.3,0,54,8,494,56,48
2024-01-08,Pantanaw,25.1,0,46,8,898,72,70
2024-01-15,Pantanaw,25.9,0,55,8,"1,588",110,97
2024-01-22,Pantanaw,22.1,0,45,8,"2,201",159,154
2024-01-29,Pantanaw,25.1,0.48,65,7,224,22,18
2024-02-05,Pantanaw,24.6,0,45,9,483,52,58
2024-02-12,Pantanaw,27.4,0,43,9,951,74,73
2024-02-19,Pantanaw,25,0,43,9,"1,620",136,98
2024-02-26,Pantanaw,29.9,0,33,9,"2,142",151,174
2024-03-04,Pantanaw,27.8,0,52,9,216,26,20
2024-03-11,Pantanaw,27.8,0,38,9,519,54,55
2024-03-18,Pantanaw,31.3,0,44,10,977,85,83
2024-03-25,Pantanaw,29.7,0,52,9,"1,401",125,135
2024-04-01,Pantanaw,31.1,0,48,10,"2,165",164,151
2024-04-08,Pantanaw,32.3,0,58,10,224,26,22
2024-04-15,Pantanaw,33.6,0,41,10,523,43,57
2024-04-22,Pantanaw,32.5,0,55,10,"1,052",95,82
2024-04-29,Pantanaw,33.6,0,52,10,"1,458",116,108
2024-05-06,Pantanaw,33.4,0,52,10,"2,095",153,152
2024-05-13,Pantanaw,32.6,0.12,53,8,176,24,18
2024-05-20,Pantanaw,33.2,0.25,56,9,529,55,49
2024-05-27,Pantanaw,28.2,23.87,85,7,919,76,84
2024-06-03,Pantanaw,25.9,24.86,91,6,"1,666",105,106
2024-06-10,Pantanaw,27.6,16.46,83,7,"2,353",179,148
2024-06-17,Pantanaw,28.1,7.8,83,7,202,20,20
2024-06-24,Pantanaw,27,9.95,85,6,511,43,41
2024-07-01,Pantanaw,26.7,9.17,86,6,803,72,75
2024-07-29,Pantanaw,25.5,7.52,90,6,"1,606",100,126
2021-01-04,Pathein,24.7,0,65,8,"2,319",178,172
2021-01-11,Pathein,26.4,0,60,8,188,19,25
